B01REC;B03LU;B03MA;B03MI;B03JU;B03VI;B03SA;B03DO;B07A;B12;B16T;B26;E01A;E01B;E01C;E01H;ED01;ED02;ED03;ED0504;ED06C;ED08;ED10;e01aimde;e01hde;pobrezai;pobnopoi
4;8;0;8;8;8;8;8;7;1;2700000;2;5000000;0;0;0;3;1;1;2401;14;19;15;4942040,185;0;3;0
9;5;6;5;0;5;5;5;18;6;1000000;4;1078000;0;0;0;3;1;1;1604; ;19;3;1079688,332;0;3;0
5;0;9;9;0;0;0;9;0;2;2200000;1;2200000;0;0;0;2;1;1;409; ;19;2;2203445,576;0;3;0
3;8;8;0;0;8;8;8;1;1;1000000;2;1000000;0;0;0;2;1;1;2404;1;19;15;1001566,171;0;3;0
9;4;4;0;0;4;4;4;4;6;1200000;4;1200000;0;0;0;2;1;1;305; ;19;2;1201879,405;0;3;0
7;0;8;0;8;8;8;8;0;2;1200000;4;1200000;0;0;0;1;1;1;409; ;19;1;1201879,405;0;3;0
7;0;4;0;5;8;8;8;10;2;1700000;4;2300000;0;0;0;3;1;1;705; ;19;2;2292829,306;0;3;0
5;4;4;0;0;4;4;4;0;2;600000;4;600000;0;0;0;3;1;1;306; ;19;15;598129,384;0;3;0
9;5;5;0;5;5;5;5;0;6;300000;4;300000;0;0;0;1;1;1;306; ;19;1;299064,692;0;3;0
9;6;6;0;6;6;6;6;2;2;1000000;4;1000000;0;0;0;2;1;1;304; ;19;1;996882,307;0;2;1
6;6;6;8;5;2;5;6;4;2;1600000;1;1600000;250000;0;0;1;1;1;306; ;19;15;1587587,277;0;3;0
8;0;0;0;0;0;0;0;0;2;1500000;4;2000000;0;0;0;3;1;1;2405;14;19;1;1984484,096;0;3;0
9;0;4;0;4;0;4;0;1;6;360000;4;360000;0;0;0;3;1;1;303; ;19;6;357207,137;0;3;0
5;12;8;12;8;0;12;8;11;1;4322000;1;4959000;0;0;0;3;1;1;2302;6;19;5;4920528,317;0;3;0
9;6;6;0;6;0;6;6;12;2;1800000;4;1800000;0;0;0;1;1;1;306; ;19;1;1786035,687;0;2;1
9;0;8;8;0;0;0;8;1;2;800000;4;800000;0;0;0;1;1;1;303; ;19;14;793793,638;0;3;0
8;2;9;9;9;0;6;0;3;2;2644000;1;3244000;0;0;0;2;1;1;409; ;19;1;3233886,204;0;3;0
8;5;8;0;4;8;8;8;0;2;2220000;1;2700000;0;0;0;1;1;1;303; ;19;1;2700000;0;3;0
1;8,3;8,3;0;4,3;8,3;8,3;8,3;0;2;2895000;1;4310000;0;0;0;3;1;1;2404;14;19;14;4310000;0;3;0
3;8;8;0;0;8;8;8;1;2;4582000;1;5618000;0;0;0;3;1;1;2404;1;19;5;5618000;0;3;0
9;8;8;0;0;8;8;8;3;2;2000000;1;2000000;0;0;0;2;1;1;407; ;19;2;2000000;0;3;0
9;8;8;0;4;0;8;8;5;2;1200000;4;1800000;0;0;0;2;1;1;2403;14;19;8;1773651,772;0;3;0
9;8;8;0;4;8;8;8;4;6;800000;4;1100000;0;0;0;2;1;1;903; ;19;2;1083898,305;0;3;0
9;8;8;0;4;0;8;8;1;2;2000000;4;2000000;0;0;0;1;1;1;903; ;19;1;1970724,191;0;3;0
9;9;9;0;9;9;9;9;10;6;1000000;4;1300000;0;0;0;3;1;1;306; ;19;1;1302036,022;0;3;0
7;8;8;0;8;8;8;8;7;2;3500000;4;3500000;0;0;0;4;1;1;306; ;19;15;3505481,597;0;3;0
8;8;8;0;4;8;8;8;12;2;3000000;1;3000000;0;0;0;4;1;1;306; ;19;6;3004698,512;0;3;0
8;12;12;8;0;12;12;12;3;2;3500000;1;4000000;0;0;0;3;1;1;903; ;19;14;4006264,683;0;3;0
8;10;10;10;10;10;10;10;3;2;3000000;4;3000000;0;0;0;3;1;1;408; ;19;2;3004698,512;0;3;0
1;8;8;0;8;8;8;8;15;2;7000000;2;10000000;0;0;0;4;1;1;306; ;19;2;10015661,71;0;3;0
8;0;0;0;12;12;12;12;5;2;3000000;4;3000000;0;0;0;1;1;1;305; ;19;2;2990646,921;0;3;0
9;5;5;3;5;5;5;5;0;2;1600000;4;2200000;0;0;0;1;2;1;301; ;19;1;2193141,076;0;2;1
9;9;9;0;5;9;9;9;0;2;1760000;4;1760000;0;0;0;1;1;1;1602; ;19;15;1754512,86;0;3;0
5;12;12;12;12;12;12;12;3;2;2600000;3;2600000;0;0;0;1;1;1;306; ;19;6;2591893,998;0;2;1
9;8;8;0;4;8;8;8;3;2;1480000;4;1480000;0;0;0;1;1;1;409; ;19;1;1475385,814;0;3;0
8;10;10;0;10;10;10;10;10;2;2500000;4;3500000;0;0;0;2;1;1;304; ;19;2;3489088,075;0;3;0
3;0;12;12;0;8;0;8;5;1;3000000;3;3000000;0;0;0;2;1;1;2002;7;19;2;3004698,512;0;3;0
4;8;8;8;0;4;8;8;22;2;3500000;3;3500000;800000;0;0;3;1;1;503; ;19;1;3505481,597;0;3;0
7;8;3;8;8;8;8;0;13;2;1600000;4;2080000;0;0;0;1;1;1;306; ;19;2;2049553,159;0;3;0
2;0;0;0;0;0;0;0;3;1;2850000;1;2850000;0;0;0;2;1;1;2103;2;19;2;2808281,972;0;3;0
9;12;0;12;12;12;12;0;13;2;1600000;4;2225000;0;0;0;1;1;1;305; ;19;15;2192430,663;0;3;0
3;4;0;12;12;10;10;0;12;2;5000000;1;5000000;0;0;0;3;1;1;2404;14;19;2;4926810,478;0;3;0
1;4;0;10;10;10;10;0;10;2;3500000;4;4500000;0;0;0;2;1;1;2402;14;19;2;4434129,43;0;3;0
9;5;0;5;5;5;5;0;22;6;700000;4;1012000;0;0;0;1;1;1;304; ;19;6;997186,441;0;3;0
9;5;0;0;0;5;5;0;0;6;720000;4;720000;0;0;0;2;1;1;305; ;19;6;717755,261;0;3;0
2;4;4;0;0;4;4;4;4;1;2870000;1;2870000;1566494;200000;0;3;1;1;2404;1;19;2;2861052,221;0;3;0
5;12;12;12;12;12;12;12;2;2;2600000;4;2600000;0;0;0;1;1;1;409; ;19;2;2591893,998;0;3;0
9;8;0;4;0;0;0;8;6;2;1600000;4;1600000;0;0;0;1;1;1;306; ;19;2;1576579,353;0;2;1
9;8;0;5;8;8;8;8;5;2;2200000;4;2200000;0;0;0;1;1;1;1003; ;19;14;2220836,622;0;3;0
7;12;0;12;12;12;12;12;1;2;2880000;4;2880000;0;0;0;2;1;1;903; ;19;15;2907277,032;0;3;0
9;8;0;4;8;8;0;0;0;2;1200000;4;1200000;0;0;0;1;1;1;407; ;19;15;1211365,43;0;2;1
9;5;0;5;0;0;5;0;11;6;400000;4;400000;450000;0;0;2;1;1;2404;1;19;2;395363,215;0;3;0
5;8;8;8;8;0;8;8;6;2;2500000;3;2500000;0;0;0;2;1;1;2404;1;19;2;2471020,093;0;3;0
5;8;8;8;0;8;8;8;3;2;2000000;4;2000000;0;0;0;3;1;1;902; ;19;14;2000000;0;3;0
5;8;8;0;8;8;8;8;1;2;2000000;4;2000000;0;0;0;2;1;1;903; ;19;14;2000000;0;3;0
5;12;12;12;12;12;12;12;5;2;2500000;4;3500000;0;0;0;2;1;1;306; ;19;1;3500000;0;3;0
5;12;12;12;12;12;12;12;5;2;2500000;4;3500000;0;0;0;2;1;1;306; ;19;2;3500000;0;3;0
5;12;12;12;12;12;12;12;5;2;2500000;4;3500000;0;0;0;2;1;1;306; ;19;2;3500000;0;3;0
1;8;8;8;8;0;0;8;11;2;10500000;1;10500000;0;0;0;3;1;1;2401;14;19;2;10500000;0;3;0
2;8;0;5;8;8;8;8;1;2;3000000;3;3000000;0;0;0;2;1;1;2405;1;19;2;2976726,144;0;3;0
9;10;0;5;0;0;0;0;10;2;240000;4;1000000;0;0;0;1;2;1;302; ;19;14;992242,048;0;1;1
7;5;0;0;12;10;8;8;15;2;1400000;4;1400000;0;0;0;2;1;1;903; ;19;2;1389138,867;0;2;1
7;9;0;5;9;9;9;9;7;2;3000000;4;3000000;0;0;0;1;1;1;306; ;19;6;2976726,144;0;2;1
9;0;0;4;8;8;0;0;4;2;1000000;4;1000000;0;500000;0;2;1;1;306; ;19;2;992242,048;0;3;0
7;0;5;8;8;8;8;8;5;2;1200000;4;1200000;0;0;0;1;1;1;305; ;19;1;1196258,769;0;2;1
9;0;4;8;8;8;8;8;11;2;2580000;3;2580000;0;0;0;2;1;1;409; ;19;2;2571956,352;0;3;0
9;0;5;5;5;5;5;0;15;6;850000;4;850000;0;0;0;1;1;1;503; ;19;1;847349,961;0;2;1
9;0;5;8;8;8;8;0;22;2;1800000;1;2200000;0;0;0;1;1;1;305; ;19;1;2193141,076;0;2;1
7;0;0;8;8;8;8;8;6;2;1600000;4;1600000;0;0;0;1;1;1;901; ;19;2;1595011,691;0;3;0
2;0;0;0;10;8;8;0;13;1;4700000;1;5500000;0;0;0;1;1;1;2404;1;19;2;5482852,689;0;3;0
2;0;0;4;8;8;8;0;9;1;6200000;1;6200000;0;0;0;1;1;1;2404;1;19;2;6180670,304;0;3;0
9;10;10;0;5;10;10;10;4;2;1920000;4;1920000;0;0;0;1;1;1;306; ;19;6;1920000;0;3;0
9;12;12;12;12;12;12;12;0;2;400000;4;600000;0;0;0;2;1;1;306; ;19;1;593044,822;0;3;0
9;8;8;8;8;0;5;8;9;2;1800000;4;2800000;0;0;0;1;1;1;408; ;19;2;2767542,504;0;2;1
8;12;12;12;12;0;12;12;1;2;2550000;1;2550000;0;0;0;2;1;1;306; ;19;6;2520440,495;0;3;0
9;8;8;8;8;0;8;8;4;2;600000;4;600000;0;0;0;2;1;1;306; ;19;1;593044,822;0;3;0
9;12;12;12;12;12;12;12;0;2;2400000;4;2400000;0;0;0;2;1;1;306; ;19;1;2372179,289;0;3;0
8;9;9;9;9;0;5;9;6;2;2000000;1;2000000;0;0;0;1;1;1;306; ;19;2;1976816,074;0;2;1
8;0;0;0;10;10;10;10;10;2;3000000;1;3980000;0;0;0;2;1;1;306; ;19;15;3967591,582;0;3;0
8;0;0;0;10;10;10;10;10;2;3500000;1;4380000;0;0;0;1;1;1;407; ;19;2;4366344,505;0;3;0
9;8;0;8;8;8;8;8;3;2;900000;4;1500000;0;0;0;1;1;1;407; ;19;1;1495323,461;0;3;0
8;0;0;0;12;12;12;12;0;2;2500000;4;2500000;0;0;0;1;1;1;2405;1;19;2;2492205,768;0;3;0
8;8;0;8;8;8;8;8;3;2;2500000;3;3300000;0;0;0;1;1;1;408; ;19;2;3289711,613;0;3;0
3;8;0;8;8;8;8;8;20;2;4000000;1;4100000;0;0;0;3;1;1;706; ;19;2;4138831,886;0;3;0
4;6;0;0;6;6;6;6;6;1;2400000;1;2400000;0;0;0;3;1;1;409; ;19;15;2422730,86;0;3;0
9;3;0;3;3;3;3;3;13;6;2500000;4;2500000;750000;0;0;3;1;1;407; ;19;14;2523677,979;0;3;0
2;8;0;0;8;8;8;8;10;2;6500000;3;6500000;150000;0;0;3;1;1;2405;1;19;2;6561562,747;0;3;0
7;9;0;5;9;9;9;3;3;2;2550330;3;2550330;0;0;0;2;1;1;903; ;19;2;2574484,665;0;3;0
8;11;11;11;0;5;11;11;14;2;3400000;4;3400000;300000;0;0;3;1;1;306; ;19;2;3416025,137;0;3;0
9;8;8;8;0;0;8;8;2;6;1400000;4;1700000;0;0;0;3;1;1;1003; ;19;14;1708012,569;0;3;0
3;8;8;8;0;0;8;8;10;2;2500000;1;2500000;0;0;0;3;1;1;903; ;19;2;2511783,189;0;3;0
2;8;8;8;0;0;8;8;0;2;5000000;1;5000000;0;0;0;3;1;1;2405;1;19;2;5023566,379;0;3;0
9;0;0;2;0;2;0;0;3;6;800000;4;800000;700000;2000000;0;3;1;1;903; ;19;15;788289,676;0;3;0
7;10;6;10;10;10;10;10;28;2;2000000;1;2000000;0;0;0;3;1;1;606; ;19;2;2003132,341;0;3;0
9;4;0;0;4;0;4;0;2;6;500000;4;500000;0;0;0;3;1;1;306; ;19;15;500783,085;0;1;1
7;8;0;8;8;8;8;8;0;2;2000000;3;2000000;0;0;0;1;1;1;903; ;19;2;2003132,341;0;3;0
9;5;0;0;4;0;5;0;15;6;500000;4;500000;0;0;0;2;1;1;407; ;19;1;500783,085;0;2;1
9;0;10;10;10;10;0;10;4;2;2160000;4;2160000;0;0;0;2;1;1;901; ;19;2;2128382,126;0;3;0
9;0;8;8;8;8;0;5;10;2;2200000;4;2200000;0;0;0;2;1;1;306; ;19;1;2167796,61;0;3;0
9;2;2;2;2;2;0;0;16;2;650000;4;650000;360000;0;0;1;1;1;306; ;19;1;640485,362;0;2;1
9;0;0;0;8;0;0;4;16;2;1080000;4;1080000;0;0;0;1;1;1;302; ;19;14;1064191,063;0;3;0
9;8;8;8;8;8;0;4;0;2;2200000;1;2200000;0;0;0;1;1;1;409; ;19;14;2167796,61;0;3;0
8;8;0;8;8;8;8;8;4;2;2600000;4;2600000;0;0;0;1;1;1;304; ;19;2;2569860,896;0;3;0
9;5;0;5;5;5;5;5;11;6;900000;4;900000;0;0;0;1;1;1;306; ;19;2;889567,233;0;3;0
4;9;0;5;9;9;9;9;4;2;2300000;1;2300000;0;0;0;1;1;1;2405;14;19;18;2273338,485;0;3;0
6;6;6;0;0;0;5;6;2;2;1600000;4;1600000;0;0;0;1;1;1;409; ;19;1;1587587,277;0;3;0
9;0;4;0;4;4;4;4;10;6;500000;4;800000;0;0;0;2;1;1;303; ;19;12;793793,638;0;3;0
7;0;8;8;8;8;0;4;13;2;2370000;1;2370000;0;0;0;3;1;1;1002; ;19;2;2335308,166;0;2;1
9;6,3;8;8;8;8;0;8;4;2;2200000;1;2200000;0;0;0;3;1;1;2402;14;19;1;2167796,61;0;3;0
4;0;8;8;8;8;0;5;0;2;2500000;1;2500000;0;0;0;4;1;1;903; ;19;12;2463405,239;0;3;0
3;0;9;9;9;9;0;5;2;2;4000000;3;4000000;0;0;0;2;1;1;2405;1;19;2;3941448,382;0;3;0
7;0;9;9;9;9;0;0;11;2;2800000;3;2800000;0;0;0;2;1;1;2405;1;19;2;2759013,867;0;3;0
3;0;8;8;8;8;0;4;20;2;2500000;3;2500000;0;0;0;2;1;1;2404;1;19;1;2463405,239;0;3;0
4;8;8;8;0;8;8;8;0;2;2500000;3;2500000;0;0;0;2;1;1;2404;1;19;2;2463405,239;0;3;0
2;0;8;8;8;8;0;0;3;2;3000000;3;3000000;0;0;0;2;1;1;2405;1;19;2;2956086,287;0;3;0
9;0;9;9;9;9;0;4;2;2;2580000;3;2580000;0;0;0;2;1;1;903; ;19;2;2542234,206;0;3;0
4;0;8;8;8;8;0;4;22;2;3200000;1;3200000;0;0;0;3;1;1;2403;14;19;3;3153158,706;0;3;0
5;8;8;8;8;8;8;8;13;2;2500000;1;3200000;0;0;0;2;1;1;903; ;19;1;3153158,706;0;3;0
5;5;5;5;5;5;0;5;0;2;800000;4;800000;0;0;0;2;1;1;903; ;19;1;788289,676;0;3;0
3;0;14;14;14;14;0;0;3;2;4300000;1;4800000;0;0;0;3;1;1;903; ;19;2;4729738,059;0;3;0
5;9;9;9;9;9;0;9;32;2;1760000;4;1760000;0;0;0;1;1;1;306; ;19;2;1734237,288;0;3;0
5;12;12;12;12;12;12;12;0;2;2300000;1;2300000;0;0;0;1;1;1;407; ;19;2;2266332,82;0;3;0
7;0;0;0;0;0;0;0;10;2;2500000;4;2500000;0;0;0;2;1;1;409; ;19;2;2492205,768;0;3;0
9;11;11;11;0;0;11;11;3;2;2000000;1;2000000;0;0;0;2;1;1;902; ;19;2;1993764,614;0;3;0
9;8;8;8;0;0;0;0;20;6;1000000;4;1000000;0;0;0;1;1;1;306; ;19;1;996882,307;0;3;0
2;0;8;8;0;0;0;0;16;1;5050000;1;5163000;0;0;0;2;1;1;2404;1;19;16;5146903,352;0;3;0
2;4;4;4;0;0;0;0;7;1;3100000;1;3180000;1350000;0;0;1;1;1;2103;5;19;2;3170085,737;0;3;0
9;8;10;12;0;0;0;0;5;6;1200000;4;2000000;0;0;0;3;1;1;903; ;19;14;1993764,614;0;3;0
9;8;10;8;0;5;0;0;16;2;2200000;1;2500000;0;0;0;3;1;1;2404;14;19;3;2492205,768;0;3;0
7;0;5;9;9;9;9;9;20;2;2800000;1;2800000;0;0;0;3;1;1;305; ;19;2;2791270,46;0;2;1
8;0;8;8;8;8;8;8;10;2;2500000;3;2500000;0;0;0;2;1;1;903; ;19;2;2492205,768;0;3;0
4;0;0;8;8;8;8;8;5;2;2000000;3;2000000;0;0;0;2;1;1;903; ;19;1;1993764,614;0;3;0
4;4;6;7;4;4;0;4;3;2;2200000;4;2440000;0;0;0;3;1;1;2402;14;19;2;2432392,829;0;3;0
8;0;5;8;8;8;8;8;8;2;2300000;1;2300000;0;0;0;3;1;1;409; ;19;15;2292829,306;0;3;0
9;0;6;6;6;6;6;6;2;6;600000;4;600000;0;0;0;2;1;1;305; ;19;1;598129,384;0;2;1
2;0;0;8;4;8;4;4;6;1;3917000;1;3917000;980000;0;0;3;1;1;2405;10;19;5;3904787,997;0;3;0
5;8;0;12;8;12;8;12;16;1;4652300;1;6529000;0;0;0;1;1;1;2301;6;19;5;6508644,583;0;3;0
4;0;0;0;4;4;4;4;16;1;1930000;1;1930000;0;0;0;2;1;1;2405;1;19;2;1923982,853;0;3;0
3;0;0;8;8;8;8;8;15;2;1500000;4;2000000;0;0;0;2;1;1;2401;14;19;6;1993764,614;0;3;0
4;0;0;9;9;9;9;9;1;2;2580000;3;2580000;0;0;0;2;1;1;903; ;19;2;2571956,352;0;3;0
9;0;0;0;0;0;6;6;6;6;500000;4;500000;0;0;0;3;1;1;903; ;19;16;498441,154;0;2;1
8;0;5;10;10;10;10;10;4;2;2500000;4;2500000;0;0;0;2;1;1;903; ;19;2;2492205,768;0;2;1
5;12;12;12;12;12;0;12;20;1;6000000;1;11419619;0;0;0;3;1;1;2301;6;19;2;11384016,14;0;3;0
9;6;6;8,3;0;6;8,3;6;12;6;1200000;4;1200000;0;0;0;1;1;1;302; ;19;14;1201879,405;0;3;0
7;9;9;9;0;9;9;9;4;2;2600000;4;2600000;0;0;0;1;1;1;407; ;19;15;2604072,044;0;3;0
9;12;12;12;0;0;12;12;7;2;2400000;4;2400000;0;0;0;2;1;1;902; ;19;2;2403758,81;0;2;1
9;8;8;0;0;0;0;0;10;2;800000;4;800000;0;0;0;1;1;1;303; ;19;14;801252,937;0;2;1
9;8;8;8;0;0;0;0;1;2;840000;4;840000;0;0;0;1;1;1;407; ;19;15;841315,583;0;2;1
8;4;4;4;0;0;4;4;0;2;1000000;4;1000000;0;0;0;1;1;1;407; ;19;15;1001566,171;0;2;1
9;8;8;0;0;8;8;8;0;1;1750000;2;1750000;0;0;0;1;2;1;302; ;19;15;1758248,233;0;3;0
9;0;6;0;0;6;6;0;0;6;400000;4;400000;0;0;0;1;1;1;306; ;19;1;401885,31;0;1;1
8;8;8;0;4;0;0;0;4;2;1200000;4;1200000;0;0;0;1;1;1;304; ;19;1;1205655,931;0;3;0
9;7;7;0;7;7;7;7;5;2;400000;4;400000;0;0;0;1;1;1;2405;14;19;18;401885,31;0;1;1
5;10;10;0;0;10;10;10;4;2;700000;4;700000;0;0;0;1;1;1;408; ;19;1;703299,293;0;1;1
1;8;0;0;8;8;8;8;6;1;3412500;1;3888000;0;0;0;1;1;1;2103;11;19;5;3857837,083;0;3;0
2;4;0;0;6;5;4;6;6;1;2411500;1;3030500;0;0;0;3;1;1;2404;1;19;5;3006989,527;0;3;0
2;0;6;6;0;6;6;0;12;1;3650000;3;3650000;0;0;0;3;1;1;2404;1;19;14;3621683,476;0;3;0
5;9,3;9,3;0;9,3;9,3;9,3;9,3;4;2;2500000;3;2750000;0;0;0;1;1;1;503; ;19;2;2762961,508;0;3;0
7;10;10;10;0;5;10;10;5;2;3000000;1;3500000;0;0;0;2;1;1;902; ;19;2;3516496,465;0;3;0
1;0;0;0;0;0;0;0;4;1;5422000;1;5702000;0;0;0;2;1;1;2103;11;19;5;5728875,098;0;3;0
2;6;6;12;0;12;6;6;12;1;3456000;1;3456000;0;0;0;2;1;1;2404;1;19;5;3472289,081;0;3;0
9;9;6;9;0;0;9;6;29;6;768000;4;768000;0;0;0;2;1;1;306; ;19;1;759097,372;0;3;0
4;10;10;10;0;6;10;10;15;2;1500000;4;1500000;0;0;0;2;1;1;2405;10;19;2;1482612,056;0;3;0
5;8;8;8;0;8;8;8;13;1;5000000;1;5698000;0;0;0;2;1;1;2301;6;19;2;5631948,995;0;3;0
4;5;5;5;0;0;5;5;0;1;700000;4;700000;500000;0;0;1;1;1;304; ;19;6;691885,626;0;2;1
4;6;6;6;0;6;6;6;3;2;600000;4;600000;0;0;0;2;1;1;903; ;19;2;593044,822;0;3;0
2;8;8;8;0;0;8;8;15;1;4085625;1;4578140;0;0;0;2;1;1;2103;3;19;5;4525070,371;0;3;0
7;10;10;10;0;0;10;10;5;2;2500000;3;3200000;0;0;0;2;1;1;2404;14;19;2;3162905,719;0;3;0
3;4;0;0;0;0;4;0;1;2;500000;2;500000;400000;0;0;2;1;1;2404;10;19;2;494204,019;0;3;0
7;10;10;10;0;6;10;10;5;2;1800000;4;2280000;0;0;0;1;1;1;903; ;19;1;2281784,038;0;3;0
8;12;12;12;0;12;12;12;5;2;1900000;4;2380000;0;0;0;2;1;1;903; ;19;2;2381862,285;0;3;0
1;8;8;8;0;0;8;8;10;1;4500000;1;6000000;0;0;0;1;1;1;2404;1;19;2;6004694,836;0;3;0
9;0;0;0;0;0;4;0;15;6;100000;4;100000;0;0;0;2;1;1;408; ;19;2;100078,247;0;1;1
3;8;8;8;0;0;8;8;10;1;2000000;2;2200000;0;0;0;2;1;1;2404;1;19;2;2201721,44;0;3;0
2;0;0;0;12;12;0;0;2;1;3600000;3;3600000;0;0;0;2;1;1;2404;10;19;2;3602816,901;0;3;0
5;12;0;8;0;6;12;12;2;1;4200000;1;4200000;0;0;0;2;1;1;2301;6;19;2;4203286,385;0;3;0
1;8;8;8;0;0;8;8;5;1;5000000;1;5000000;0;0;0;1;1;1;2404;1;19;2;4942040,185;0;3;0
7;8;8;8;0;8;8;8;8;2;2000000;4;2000000;0;0;0;2;1;1;306; ;19;6;1976816,074;0;3;0
9;7;7;7;0;7;7;7;2;6;800000;4;1300000;0;0;0;2;1;1;903; ;19;1;1284930,448;0;3;0
9;2;2;2;2;2;2;2;9;2;480000;4;480000;0;0;0;1;1;1;305; ;19;2;474435,858;0;1;1
6;6;6;6;1;6;6;6;0;2;250000;4;430000;0;0;0;1;1;1;303; ;19;2;425015,456;0;3;0
9;12;12;12;12;12;12;12;7;2;1400000;1;2300000;0;0;0;1;1;1;306; ;19;2;2266332,82;0;3;0
9;2;2;2;2;2;2;2;2;2;500000;4;1500000;0;0;0;3;1;1;901; ;19;14;1478043,143;0;3;0
2;4;4;4;4;0;0;4;25;1;3500000;1;3580000;3500000;0;0;3;1;1;2404;1;19;2;3527596,302;0;3;0
6;3;3;3;3;3;3;3;0;2;1000000;4;1000000;0;0;0;1;1;1;306; ;19;6;985362,096;0;2;1
7;8;8;8;8;0;5;8;4;2;2200000;4;2200000;0;0;0;3;1;1;902; ;19;2;2167796,61;0;3;0
8;10;5;10;10;10;10;10;25;2;2500000;4;3080000;0;0;0;1;1;1;305; ;19;1;3080000;0;3;0
6;9;9;9;9;9;9;9;10;2;1200000;1;1900000;0;0;0;1;1;1;306; ;19;1;1901486,698;0;3;0
5;5;5;5;5;5;5;5;0;2;300000;4;1084000;0;0;0;1;1;1;304; ;19;14;1084848,2;0;3;0
6;12;12;12;12;12;12;12;5;2;900000;4;1400000;0;0;0;1;1;1;304; ;19;2;1401095,462;0;2;1
6;12;12;12;12;0;0;12;0;2;900000;4;1200000;0;0;0;1;1;1;409; ;19;2;1200938,967;0;2;1
9;4;0;4;4;0;4;4;1;6;700000;4;700000;0;0;0;1;1;1;306; ;19;1;689753,467;0;2;1
2;0;0;0;0;0;0;0;11;1;2800000;1;2880000;0;0;0;2;1;1;2103;3;19;1;2837842,835;0;3;0
2;0;6;6;6;0;0;0;0;1;2000000;2;2000000;0;0;0;1;1;1;2404;1;19;2;1970724,191;0;3;0
2;0;0;0;0;0;0;0;2;1;3632977;1;3632977;0;0;0;1;1;1;2404;10;19;2;3579797,83;0;3;0
9;0;0;5;8,3;8,3;8,3;8,3;4;2;1320000;4;1720000;0;0;0;1;1;1;302; ;19;1;1714637,568;0;2;1
9;0;0;5;8,3;8,3;8,3;8,3;2;2;1320000;4;1720000;0;0;0;1;1;1;304; ;19;1;1714637,568;0;2;1
9;0;0;5;8,3;8,3;8,3;8,3;2;2;1320000;4;1720000;0;0;0;1;1;1;302; ;19;1;1714637,568;0;2;1
9;0;0;7;7;7;7;7;15;6;300000;4;708000;0;0;0;1;1;1;304; ;19;14;705792,673;0;2;1
3;8;8;8;0;0;8;8;5;1;2400000;3;2400000;0;0;0;2;1;1;2402;14;19;1;2372179,289;0;3;0
2;0;0;0;0;2;2;2;5;1;3570000;1;3570000;3570000;0;0;2;1;1;2404;1;19;1;3517742,681;0;3;0
5;8;8;8;8;8;8;8;12;2;2370000;1;2370000;0;0;0;1;1;1;606; ;19;3;2335308,166;0;3;0
5;8;8;8;8;8;8;8;0;2;2370000;1;2370000;0;0;0;1;1;1;306; ;19;2;2335308,166;0;3;0
5;12;12;12;12;12;12;12;6;2;1800000;4;2235000;0;0;0;1;1;1;409; ;19;14;2202284,284;0;3;0
6;8;8;0;2;8;8;8;11;2;2200000;3;2600000;2000000;0;0;3;1;1;606; ;19;2;2600000;0;3;0
2;8;8;0;0;0;0;0;5;1;5300000;1;5600000;0;0;0;3;1;1;2103;3;19;2;5600000;0;3;0
1;4;4;0;0;0;0;0;5;1;3855700;1;4247700;0;2342000;0;2;1;1;2404;10;19;5;4247700;0;3;0
2;3;3;0;0;0;0;0;5;1;3042000;1;3042000;0;0;0;2;1;1;2404;1;19;5;3042000;0;3;0
9;12;12;0;12;12;12;12;1;2;3000000;4;3000000;0;0;0;1;1;1;409; ;19;6;3000000;0;3;0
9;5;0;5;0;0;5;0;0;6;400000;4;640000;0;0;0;1;1;1;903; ;19;1;643016,496;0;1;1
5;12;12;12;12;6;12;12;1;2;1400000;4;1400000;0;0;0;2;1;1;903; ;19;2;1395635,23;0;2;1
9;0;0;0;0;0;0;8;0;2;1600000;4;1600000;0;0;0;1;1;1;408; ;19;15;1595011,691;0;3;0
9;3;0;0;0;0;0;3;0;6;320000;4;320000;0;0;0;3;1;1;903; ;19;1;319002,338;0;3;0
1;8;8;8;0;8;8;8;4;2;3500000;1;3500000;0;0;0;3;1;1;606; ;19;2;3500000;0;3;0
9;5;5;5;0;5;5;5;18;6;500000;4;500000;0;0;0;2;1;1;2003;7;19;1;500000;0;3;0
7;8;8;8;0;6;8;8;4;2;1600000;4;1920000;0;0;0;2;1;1;306; ;19;1;1920000;0;3;0
9;6;6;6;0;6;6;6;1;2;1200000;4;1200000;0;0;0;2;1;1;305; ;19;1;1200000;0;3;0
5;12;12;12;12;12;0;0;18;1;5500000;1;6900000;0;0;0;2;1;1;2302;6;19;2;6900000;0;3;0
5;8;8;8;0;0;8;8;15;1;3500000;1;3500000;500000;500000;0;2;1;1;2403;14;19;2;3500000;0;3;0
7;9;9;9;0;4;9;9;5;2;2644000;1;2644000;0;0;0;2;1;1;903; ;19;3;2644000;0;3;0
7;8;8;8;0;5;8;8;24;2;3000000;1;3000000;0;0;0;2;1;1;306; ;19;1;3000000;0;3;0
5;8;8;8;0;4;8;8;2;2;2200000;1;2200000;0;0;0;3;1;1;903; ;19;2;2200000;0;3;0
2;4;4;4;4;0;0;4;25;1;2300000;1;2300000;0;0;0;1;1;1;2103;3;19;6;2273338,485;0;3;0
9;0;8;8;8;0;0;0;15;2;1080000;4;1080000;0;0;0;1;1;1;407; ;19;6;1067480,68;0;3;0
